16777216	2104832	9029120
167772160	20979200	90291200
33554432	4201984	18058240
50331648	6299136	27087360
67108864	8396288	36116480
83886080	10493440	45145600
100663296	12590592	54174720
117440512	14687744	63203840
134217728	16784896	72232960
150994944	18882048	81262080
