1024, 1024, 30734
1024, 256, 7694
1024, 512, 15374
1024, 768, 23054
256, 1024, 30734
256, 256, 7694
256, 512, 15374
256, 768, 23054
512, 1024, 30734
512, 256, 7694
512, 512, 15374
512, 768, 23054
768, 1024, 30734
768, 256, 7694
768, 512, 15374
768, 768, 23054
258, 258, 8140
258, 514, 16204
258, 770, 24268
514, 258, 8140
514, 514, 16204
514, 770, 24268
770, 258, 8140
770, 514, 16204
770, 770, 24268
584, 584, 17534
584, 880, 26414
584, 890, 26714
880, 584, 17534
880, 880, 26414
880, 890, 26714
890, 584, 18410
890, 880, 27734
890, 890, 28048
