1024, 1024, 12288
1024, 256, 3072
1024, 512, 6144
1024, 768, 9216
256, 1024, 12288
256, 256, 3072
256, 512, 6144
256, 768, 9216
512, 1024, 12288
512, 256, 3072
512, 512, 6144
512, 768, 9216
768, 1024, 12288
768, 256, 3072
768, 512, 6144
768, 768, 9216
258, 258, 3482
258, 514, 6938
258, 770, 10394
514, 258, 3482
514, 514, 6938
514, 770, 10394
770, 258, 3482
770, 514, 6938
770, 770, 10394
584, 584, 7008
584, 880, 10560
584, 890, 10680
880, 584, 7008
880, 880, 10560
880, 890, 10680
890, 584, 7884
890, 880, 11880
890, 890, 12014
