1024, 1024, 27670
1024, 256, 6934
1024, 512, 13846
1024, 768, 20758
256, 1024, 27670
256, 256, 6934
256, 512, 13846
256, 768, 20758
512, 1024, 27670
512, 256, 6934
512, 512, 13846
512, 768, 20758
768, 1024, 27670
768, 256, 6934
768, 512, 13846
768, 768, 20758
258, 258, 7374
258, 514, 14670
258, 770, 21966
514, 258, 7374
514, 514, 14670
514, 770, 21966
770, 258, 7374
770, 514, 14670
770, 770, 21966
584, 584, 15790
584, 880, 23782
584, 890, 24052
880, 584, 15790
880, 880, 23782
880, 890, 24052
890, 584, 16666
890, 880, 25102
890, 890, 25386
