1024, 1024, 67584
1024, 256, 67584
1024, 512, 67584
1024, 768, 67584
256, 1024, 16896
256, 256, 16896
256, 512, 16896
256, 768, 16896
512, 1024, 33792
512, 256, 33792
512, 512, 33792
512, 768, 33792
768, 1024, 50688
768, 256, 50688
768, 512, 50688
768, 768, 50688
258, 258, 17028
258, 514, 17028
258, 770, 17028
514, 258, 33924
514, 514, 33924
514, 770, 33924
770, 258, 50820
770, 514, 50820
770, 770, 50820
584, 584, 38544
584, 880, 38544
584, 890, 38544
880, 584, 58080
880, 880, 58080
880, 890, 58080
890, 584, 58740
890, 880, 58740
890, 890, 58740
