1024, 1024, 113671
1024, 256, 113671
1024, 512, 113671
1024, 768, 113671
256, 1024, 28423
256, 256, 28423
256, 512, 28423
256, 768, 28423
512, 1024, 56839
512, 256, 56839
512, 512, 56839
512, 768, 56839
768, 1024, 85255
768, 256, 85255
768, 512, 85255
768, 768, 85255
258, 258, 28645
258, 514, 28645
258, 770, 28645
514, 258, 57061
514, 514, 57061
514, 770, 57061
770, 258, 85477
770, 514, 85477
770, 770, 85477
584, 584, 64831
584, 880, 64831
584, 890, 64831
880, 584, 97687
880, 880, 97687
880, 890, 97687
890, 584, 98797
890, 880, 98797
890, 890, 98797
