1261, 1024, 4
1261, 256, 4
1261, 512, 4
1280, 1024, 4
1280, 256, 4
1280, 512, 4
1281, 1024, 4
1281, 256, 4
1281, 512, 4
1523, 1024, 4
1523, 256, 4
1523, 512, 4
1600, 1024, 4
1600, 256, 4
1600, 512, 4
1601, 1024, 4
1601, 256, 4
1601, 512, 4
320, 1024, 4
320, 256, 4
320, 512, 4
321, 1024, 4
321, 256, 4
321, 512, 4
584, 1024, 4
584, 256, 4
584, 512, 4
640, 1024, 4
640, 256, 4
640, 512, 4
641, 1024, 4
641, 256, 4
641, 512, 4
928, 1024, 4
928, 256, 4
928, 512, 4
960, 1024, 4
960, 256, 4
960, 512, 4
961, 1024, 4
961, 256, 4
961, 512, 4
